brand,product,url,imgSrc,name,categories,specific,hex,lightness,in_india,R,G,B
Clinique,Even Better Makeup Broad Spectrum SPF 15,https://www.ulta.com/even-better-makeup-broad-spectrum-spf-15?productId=xlsImpprod10791919,https://images.ulta.com/is/image/Ulta/2237890sw?$50px$,deep neutral,descriptor,WN 92,#D38F57,0.584313725490196,True,211,143,87
L'Oréal,Age Perfect Radiant Serum Foundation,https://www.ulta.com/age-perfect-radiant-serum-foundation?productId=pimprod2017262,https://images.ulta.com/is/image/Ulta/2569331sw?$50px$,ivory beige,"gem, color",,#F0C69D,0.77843137254902,True,240,198,157
Huda Beauty,#FauxFilter Full Coverage Matte Foundation,https://www.sephora.com/product/fauxfilter-foundation-P424302?skuId=2001774&icid2=products%20grid:p424302,/productimages/sku/s2001972+sw.jpg,hot fudge,food,550R,#714C30,0.315686274509804,True,113,76,48
Clinique,Stay-Matte Sheer Pressed Powder,https://www.sephora.com/product/stay-matte-sheer-pressed-powder-P122748?icid2=products%20grid:p122748,/productimages/sku/s2051365+sw.jpg,tea,drink,,#FCC3A0,0.807843137254902,True,252,195,160
Clinique,Even Better Makeup Broad Spectrum SPF 15,https://www.ulta.com/even-better-makeup-broad-spectrum-spf-15?productId=xlsImpprod10791919,https://images.ulta.com/is/image/Ulta/2533240sw?$50px$,breeze,misc,CN 02,#EECCB9,0.829411764705882,True,238,204,185
L'Oréal,Infallible Pro-Matte Liquid Longwear Foundation,https://www.ulta.com/infallible-pro-matte-liquid-longwear-foundation?productId=xlsImpprod11861081,https://images.ulta.com/is/image/Ulta/2547743sw?$50px$,true porcelain,misc,099,#FBE3D4,0.907843137254902,True,251,227,212
L'Oréal,Age Perfect Radiant Serum Foundation,https://www.ulta.com/age-perfect-radiant-serum-foundation?productId=pimprod2017262,https://images.ulta.com/is/image/Ulta/2569315sw?$tn$,ivory,"gem, color",,#F2D1B0,0.819607843137255,True,242,209,176
Clinique,Beyond Perfecting Foundation + Concealer,https://www.ulta.com/beyond-perfecting-foundation-concealer?productId=xlsImpprod12021005,https://images.ulta.com/is/image/Ulta/2282756sw?$50px$,ivory,"gem, color",CN 28,#E5BD9F,0.76078431372549,True,229,189,159
Clinique,Stay Matte Oil-Free Makeup,https://www.ulta.com/stay-matte-oil-free-makeup?productId=xlsImpprod10791929,https://images.ulta.com/is/image/Ulta/2247050sw?$50px$,ginger,food,WN 112,#BF7B43,0.505882352941176,True,191,123,67
Estée Lauder,Double Wear Stay-in-Place Makeup,https://www.ulta.com/double-wear-stay-in-place-makeup?productId=xlsImpprod14641507,https://images.ulta.com/is/image/Ulta/2309451sw?$50px$,pecan,food,6C2,#87522E,0.354901960784314,True,135,82,46
Estée Lauder,Double Wear Maximum Cover Camouflage Makeup for Face and Body SPF 15,https://www.ulta.com/double-wear-maximum-cover-camouflage-makeup-face-body-spf-15?productId=xlsImpprod16501415,https://images.ulta.com/is/image/Ulta/2511721sw?$50px$,creamy vanilla,"drink, food",1N3,#CBAC82,0.652941176470588,True,203,172,130
Clinique,Beyond Perfecting Foundation + Concealer,https://www.ulta.com/beyond-perfecting-foundation-concealer?productId=xlsImpprod12021005,https://images.ulta.com/is/image/Ulta/2282778sw?$50px$,ginger,food,WN 112,#BF7B43,0.505882352941176,True,191,123,67
Maybelline,Fit Me Dewy + Smooth Foundation,https://www.ulta.com/fit-me-dewy-smooth-foundation?productId=xlsImpprod2980151,https://images.ulta.com/is/image/Ulta/2537804sw?$50px$,fair porcelain,"descriptor, misc",,#EFC8A1,0.784313725490196,True,239,200,161
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,https://www.ulta.com/double-wear-stay-in-place-matte-powder-foundation?productId=pimprod2003118,https://images.ulta.com/is/image/Ulta/2541052sw?$50px$,tawny,color,3W1,#FECFA1,0.813725490196078,True,254,207,161
Clinique,Superbalanced Silk Makeup Broad Spectrum 15,https://www.sephora.com/product/superbalanced-silk-makeup-broad-spectrum-15-P411552?icid2=products%20grid:p411552,/productimages/sku/s1841717+sw.jpg,silk almond,"textile, food",,#A1735A,0.492156862745098,True,161,115,90
Estée Lauder,Double Wear Stay-in-Place Makeup,https://www.ulta.com/double-wear-stay-in-place-makeup?productId=xlsImpprod14641507,https://images.ulta.com/is/image/Ulta/2309434sw?$50px$,rich chestnut,"descriptor, food",5C1,#946737,0.398039215686274,True,148,103,55
L'Oréal,Infallible Fresh Wear 24HR Foundation,https://www.ulta.com/infallible-fresh-wear-24hr-foundation?productId=pimprod2002481,https://images.ulta.com/is/image/Ulta/2538177sw?$50px$,ivory buff,"gem, color",,#E8C29F,0.766666666666667,True,232,194,159
Huda Beauty,#FauxFilter Full Coverage Matte Foundation,https://www.sephora.com/product/fauxfilter-foundation-P424302?skuId=2001774&icid2=products%20grid:p424302,/productimages/sku/s2001725+sw.jpg,panna cotta,food,130G,#EDD1B3,0.815686274509804,True,237,209,179
Clinique,Even Better Makeup Broad Spectrum SPF 15,https://www.ulta.com/even-better-makeup-broad-spectrum-spf-15?productId=xlsImpprod10791919,https://images.ulta.com/is/image/Ulta/2237642sw?$50px$,clove,food,WN 122,#8F5435,0.384313725490196,True,143,84,53
Revlon,ColorStay Makeup For Normal/Dry Skin,https://www.ulta.com/colorstay-makeup-normaldry-skin?productId=xlsImpprod1810159,https://images.ulta.com/is/image/Ulta/2123507sw?$50px$,natural beige,"skin, color",220,#E9B19C,0.762745098039216,True,233,177,156
L'Oréal,Infallible Fresh Wear 24HR Foundation,https://www.ulta.com/infallible-fresh-wear-24hr-foundation?productId=pimprod2002481,https://images.ulta.com/is/image/Ulta/2558070sw?$50px$,rose pearl,"plant, color, gem",,#FDEFE0,0.935294117647059,True,253,239,224
L'Oréal,Infallible Fresh Wear 24HR Foundation,https://www.ulta.com/infallible-fresh-wear-24hr-foundation?productId=pimprod2002481,https://images.ulta.com/is/image/Ulta/2538147sw?$50px$,ivory,"gem, color",,#F8D6B7,0.845098039215686,True,248,214,183
L'Oréal,Infallible Fresh Wear 24HR Foundation,https://www.ulta.com/infallible-fresh-wear-24hr-foundation?productId=pimprod2002481,https://images.ulta.com/is/image/Ulta/2538196sw?$50px$,golden beige,"descriptor, color",,#DFB38E,0.715686274509804,True,223,179,142
Clinique,Acne Solutions™ BB Cream SPF 40,https://www.sephora.com/product/acne-solutions-bb-cream-broad-spectrum-spf-40-P394252?icid2=products%20grid:p394252,/productimages/sku/s1677186+sw.jpg,medium deep,descriptor,,#A96844,0.464705882352941,True,169,104,68
Huda Beauty,#FauxFilter Skin Finish Buildable Coverage Foundation Stick,https://www.sephora.com/product/huda-beauty-fauxfilter-skin-finish-buildable-coverage-foundation-stick-P465324?icid2=products%20grid:p465324,/productimages/sku/s2395705+sw.jpg,shortbread,food,200B,#F9DFCD,0.890196078431372,True,249,223,205
Revlon,ColorStay Makeup For Normal/Dry Skin,https://www.ulta.com/colorstay-makeup-normaldry-skin?productId=xlsImpprod1810159,https://images.ulta.com/is/image/Ulta/2123512sw?$50px$,toast,food,370,#CB906E,0.613725490196078,True,203,144,110
L'Oréal,Infallible Fresh Wear 24HR Foundation,https://www.ulta.com/infallible-fresh-wear-24hr-foundation?productId=pimprod2002481,https://images.ulta.com/is/image/Ulta/2538154sw?$50px$,ebony,wood,,#513D37,0.266666666666667,True,81,61,55
Estée Lauder,Double Wear Light Soft Matte Hydra Makeup,https://www.ulta.com/double-wear-light-soft-matte-hydra-makeup?productId=xlsImpprod18971003,https://images.ulta.com/is/image/Ulta/2531666sw?$50px$,tawny,color,3W1,#CC9C74,0.627450980392157,True,204,156,116
Maybelline,Super Stay Full Coverage Foundation,https://www.ulta.com/super-stay-full-coverage-foundation?productId=xlsImpprod17161541,https://images.ulta.com/is/image/Ulta/2537850sw?$50px$,light tan,"descriptor, skin, color",140,#E9C797,0.752941176470588,True,233,199,151
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,https://www.ulta.com/double-wear-stay-in-place-matte-powder-foundation?productId=pimprod2003118,https://images.ulta.com/is/image/Ulta/2540998sw?$50px$,pebble,rock,3C2,#F8D0AD,0.825490196078431,True,248,208,173
Huda Beauty,#FauxFilter Skin Finish Buildable Coverage Foundation Stick,https://www.sephora.com/product/huda-beauty-fauxfilter-skin-finish-buildable-coverage-foundation-stick-P465324?icid2=products%20grid:p465324,/productimages/sku/s2396034+sw.jpg,hot fudge,food,550R,#986F5B,0.476470588235294,True,152,111,91
Revlon,ColorStay Full Cover Foundation,https://www.ulta.com/colorstay-full-cover-foundation?productId=xlsImpprod18391067,https://images.ulta.com/is/image/Ulta/2527745sw?$50px$,warm golden,descriptor,310,#E9B88E,0.735294117647059,True,233,184,142
Clinique,Stay Matte Oil-Free Makeup,https://www.ulta.com/stay-matte-oil-free-makeup?productId=xlsImpprod10791929,https://images.ulta.com/is/image/Ulta/2247048sw?$50px$,deep neutral,descriptor,WN 94,#D38F57,0.584313725490196,True,211,143,87
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,https://www.ulta.com/double-wear-stay-in-place-matte-powder-foundation?productId=pimprod2003118,https://images.ulta.com/is/image/Ulta/2541004sw?$50px$,wheat,food,3N2,#FEC895,0.790196078431373,True,254,200,149
L'Oréal,Infallible Fresh Wear 24HR Foundation,https://www.ulta.com/infallible-fresh-wear-24hr-foundation?productId=pimprod2002481,https://images.ulta.com/is/image/Ulta/2538158sw?$50px$,mahogany,wood,,#6C473A,0.325490196078431,True,108,71,58
E.L.F. Cosmetics,Flawless Finish Foundation,https://www.ulta.com/flawless-finish-foundation?productId=xlsImpprod14541123,https://images.ulta.com/is/image/Ulta/2554506sw?$50px$,maple,wood,,#9F672E,0.401960784313726,True,159,103,46
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,https://www.ulta.com/double-wear-stay-in-place-matte-powder-foundation?productId=pimprod2003118,https://images.ulta.com/is/image/Ulta/2541055sw?$50px$,bronze,metal,5W1,#E5A96D,0.662745098039216,True,229,169,109
Estée Lauder,Double Wear Stay-in-Place Makeup,https://www.ulta.com/double-wear-stay-in-place-makeup?productId=xlsImpprod14641507,https://images.ulta.com/is/image/Ulta/2525833sw?$50px$,buff,color,2N2,#D0A26E,0.623529411764706,True,208,162,110
Clinique,Acne Solutions Liquid Makeup,https://www.ulta.com/acne-solutions-liquid-makeup?productId=xlsImpprod10791923,https://images.ulta.com/is/image/Ulta/2218322sw?$50px$,fresh ivory,"misc, gem, color",,#E5BD9F,0.76078431372549,True,229,189,159
Wet N Wild,PhotoFocus Liquid Foundation,https://www.ulta.com/photofocus-liquid-foundation?productId=xlsImpprod16731069,https://images.ulta.com/is/image/Ulta/2518183sw?$50px$,bronze beige,"metal, color",,#D7A987,0.686274509803922,True,215,169,135
L'Oréal,Age Perfect Radiant Serum Foundation,https://www.ulta.com/age-perfect-radiant-serum-foundation?productId=pimprod2017262,https://images.ulta.com/is/image/Ulta/2569311sw?$50px$,golden vanilla,"descriptor, food",,#F2C897,0.770588235294118,True,242,200,151
L'Oréal,Infallible Pro-Matte Liquid Longwear Foundation,https://www.ulta.com/infallible-pro-matte-liquid-longwear-foundation?productId=xlsImpprod11861081,https://images.ulta.com/is/image/Ulta/2283486sw?$50px$,fresh beige,"misc, color",107,#D5995E,0.601960784313725,True,213,153,94
Estée Lauder,Futurist Hydra Rescue Moisturizing Makeup SPF 45,https://www.ulta.com/futurist-hydra-rescue-moisturizing-makeup-spf-45?productId=pimprod2013152,https://images.ulta.com/is/image/Ulta/2577965sw?$50px$,spiced sand,rock,4N2,#BF9E79,0.611764705882353,True,191,158,121
Revlon,ColorStay Full Cover Foundation,https://www.ulta.com/colorstay-full-cover-foundation?productId=xlsImpprod18391067,https://images.ulta.com/is/image/Ulta/2527744sw?$tn$,natural beige,"skin, color",220,#ECC29D,0.770588235294118,True,236,194,157
E.L.F. Cosmetics,Flawless Finish Foundation,https://www.ulta.com/flawless-finish-foundation?productId=xlsImpprod14541123,https://images.ulta.com/is/image/Ulta/2500512sw?$50px$,natural,skin,,#DFC4A7,0.764705882352941,True,223,196,167
L'Oréal,Infallible Fresh Wear 24HR Foundation,https://www.ulta.com/infallible-fresh-wear-24hr-foundation?productId=pimprod2002481,https://images.ulta.com/is/image/Ulta/2538150sw?$tn$,pearl,gem,,#FBEBDA,0.919607843137255,True,251,235,218
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,https://www.ulta.com/double-wear-stay-in-place-matte-powder-foundation?productId=pimprod2003118,https://images.ulta.com/is/image/Ulta/2541048sw?$tn$,ivory nude,"gem, color, skin",1N1,#FEE9D0,0.905882352941176,True,254,233,208
L'Oréal,Infallible Fresh Wear 24HR Foundation,https://www.ulta.com/infallible-fresh-wear-24hr-foundation?productId=pimprod2002481,https://images.ulta.com/is/image/Ulta/2558061sw?$50px$,warm ivory,"descriptor, gem, color",,#FDE6D3,0.909803921568627,True,253,230,211
Huda Beauty,#FauxFilter Full Coverage Matte Foundation,https://www.sephora.com/product/fauxfilter-foundation-P424302?skuId=2001774&icid2=products%20grid:p424302,/productimages/sku/s2001741+sw.jpg,crème brulée,food,150G,#D4B08D,0.692156862745098,True,212,176,141
Maybelline,Fit Me Matte + Poreless Liquid Foundation,https://www.ulta.com/fit-me-matte-poreless-liquid-foundation?productId=xlsImpprod11861007,https://images.ulta.com/is/image/Ulta/2282910sw?$50px$,nude beige,"skin, color",125,#F7C49A,0.786274509803922,True,247,196,154
Revlon,ColorStay Makeup For Combo/Oily Skin,https://www.ulta.com/colorstay-makeup-combooily-skin?productId=xlsImpprod1810157,https://images.ulta.com/is/image/Ulta/2123490sw?$50px$,warm golden,descriptor,310,#E1A581,0.694117647058824,True,225,165,129
Huda Beauty,#FauxFilter Full Coverage Matte Foundation,https://www.sephora.com/product/fauxfilter-foundation-P424302?skuId=2001774&icid2=products%20grid:p424302,/productimages/sku/s2001857+sw.jpg,baklava,food,340G,#B3814F,0.505882352941176,True,179,129,79
Clinique,Superbalanced Silk Makeup Broad Spectrum 15,https://www.sephora.com/product/superbalanced-silk-makeup-broad-spectrum-15-P411552?icid2=products%20grid:p411552,/productimages/sku/s1841675+sw.jpg,silk maple,"textile, wood",,#B27D65,0.547058823529412,True,178,125,101
Huda Beauty,#FauxFilter Skin Finish Buildable Coverage Foundation Stick,https://www.sephora.com/product/huda-beauty-fauxfilter-skin-finish-buildable-coverage-foundation-stick-P465324?icid2=products%20grid:p465324,/productimages/sku/s2396000+sw.jpg,peanut butter cup,food,455R,#CC9670,0.619607843137255,True,204,150,112
L'Oréal,True Match Super-Blendable Foundation Makeup,https://www.ulta.com/true-match-super-blendable-foundation-makeup?productId=fs1017872,https://images.ulta.com/is/image/Ulta/2240616sw?$50px$,cocoa,food,,#876248,0.405882352941176,True,135,98,72
Clinique,Superpowder Double Face Makeup,https://www.ulta.com/superpowder-double-face-makeup?productId=xlsImpprod10791897,https://images.ulta.com/is/image/Ulta/2260626sw?$50px$,matte medium,"misc, descriptor",,#DCB390,0.713725490196078,True,220,179,144
Clinique,Superpowder Double Face Makeup,https://www.ulta.com/superpowder-double-face-makeup?productId=xlsImpprod10791897,https://images.ulta.com/is/image/Ulta/2260623sw?$50px$,matte cream,"misc, drink",,#E8C1A2,0.772549019607843,True,232,193,162
Wet N Wild,PhotoFocus Liquid Foundation,https://www.ulta.com/photofocus-liquid-foundation?productId=xlsImpprod16731069,https://images.ulta.com/is/image/Ulta/2518188sw?$50px$,amber beige,"gem, color",,#C6926F,0.605882352941176,True,198,146,111
L'Oréal,Infallible Pro-Matte Liquid Longwear Foundation,https://www.ulta.com/infallible-pro-matte-liquid-longwear-foundation?productId=xlsImpprod11861081,https://images.ulta.com/is/image/Ulta/2283490sw?$50px$,soft sable,"descriptor, color, animal",111,#B0651E,0.403921568627451,True,176,101,30
Clinique,Acne Solutions™ BB Cream SPF 40,https://www.sephora.com/product/acne-solutions-bb-cream-broad-spectrum-spf-40-P394252?icid2=products%20grid:p394252,/productimages/sku/s1677194+sw.jpg,deep,descriptor,,#98603F,0.42156862745098,True,152,96,63
Clinique,Even Better Glow Light Reflecting Makeup Broad Spectrum SPF 15,https://www.ulta.com/even-better-glow-light-reflecting-makeup-broad-spectrum-spf-15?productId=xlsImpprod16641043,https://images.ulta.com/is/image/Ulta/2515638sw?$50px$,honey,food,CN 58,#D99F6F,0.643137254901961,True,217,159,111
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,https://www.ulta.com/double-wear-stay-in-place-matte-powder-foundation?productId=pimprod2003118,https://images.ulta.com/is/image/Ulta/2541014sw?$50px$,maple,wood,5N1.5,#DE9A4A,0.580392156862745,True,222,154,74
Huda Beauty,#FauxFilter Full Coverage Matte Foundation,https://www.sephora.com/product/fauxfilter-foundation-P424302?skuId=2001774&icid2=products%20grid:p424302,/productimages/sku/s2001790+sw.jpg,toasted coconut,food,240N,#D4A980,0.666666666666667,True,212,169,128
Estée Lauder,Double Wear Light Soft Matte Hydra Makeup,https://www.ulta.com/double-wear-light-soft-matte-hydra-makeup?productId=xlsImpprod18971003,https://images.ulta.com/is/image/Ulta/2531225sw?$50px$,rich cocoa,"descriptor, food",6C1,#A26336,0.423529411764706,True,162,99,54
Clinique,Even Better Makeup Broad Spectrum SPF 15,https://www.ulta.com/even-better-makeup-broad-spectrum-spf-15?productId=xlsImpprod10791919,https://images.ulta.com/is/image/Ulta/2206267sw?$50px$,cream whip,food,CN 18,#E8BD99,0.754901960784314,True,232,189,153
E.L.F. Cosmetics,Flawless Finish Foundation,https://www.ulta.com/flawless-finish-foundation?productId=xlsImpprod14541123,https://images.ulta.com/is/image/Ulta/2520945sw?$50px$,alabaster,gem,,#D2B097,0.707843137254902,True,210,176,151
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,https://www.ulta.com/double-wear-stay-in-place-matte-powder-foundation?productId=pimprod2003118,https://images.ulta.com/is/image/Ulta/2541007sw?$50px$,maple sugar,food,4N3,#EEB378,0.701960784313725,True,238,179,120
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,https://www.ulta.com/double-wear-stay-in-place-matte-powder-foundation?productId=pimprod2003118,https://images.ulta.com/is/image/Ulta/2540991sw?$50px$,amber honey,"gem, food",5N2,#E09256,0.607843137254902,True,224,146,86
Estée Lauder,Double Wear Stay-in-Place Makeup,https://www.ulta.com/double-wear-stay-in-place-makeup?productId=xlsImpprod14641507,https://images.ulta.com/is/image/Ulta/2531241sw?$50px$,porcelain,misc,1N0,#E6BA97,0.747058823529412,True,230,186,151
Estée Lauder,Double Wear Light Soft Matte Hydra Makeup,https://www.ulta.com/double-wear-light-soft-matte-hydra-makeup?productId=xlsImpprod18971003,https://images.ulta.com/is/image/Ulta/2531229sw?$50px$,fawn,"color, animal",3W1.5,#C49568,0.588235294117647,True,196,149,104
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,https://www.ulta.com/double-wear-stay-in-place-matte-powder-foundation?productId=pimprod2003118,https://images.ulta.com/is/image/Ulta/2541016sw?$50px$,mocha,drink,6N1,#D19365,0.607843137254902,True,209,147,101
Clinique,Stay-Matte Sheer Pressed Powder,https://www.sephora.com/product/stay-matte-sheer-pressed-powder-P122748?icid2=products%20grid:p122748,/productimages/sku/s51573+sw.jpg,buff,color,,#D7B7A2,0.73921568627451,True,215,183,162
L'Oréal,True Match Lumi Healthy Luminous Makeup,https://www.ulta.com/true-match-lumi-healthy-luminous-makeup?productId=xlsImpprod4480167,https://images.ulta.com/is/image/Ulta/2246800sw?$50px$,soft sable,"descriptor, color, animal",,#CD9365,0.6,True,205,147,101
L'Oréal,True Match Lumi Healthy Luminous Makeup,https://www.ulta.com/true-match-lumi-healthy-luminous-makeup?productId=xlsImpprod4480167,https://images.ulta.com/is/image/Ulta/2246793sw?$50px$,sun beige,"misc, color",,#C6936A,0.596078431372549,True,198,147,106
Maybelline,Fit Me Dewy + Smooth Foundation,https://www.ulta.com/fit-me-dewy-smooth-foundation?productId=xlsImpprod2980151,https://images.ulta.com/is/image/Ulta/2225228?$sm$,natural beige,"skin, color",,#FDFCFB,0.988235294117647,True,253,252,251
